,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,contractSize,type,expirationDate
1760,AAPL240119C00260000,2021-11-19 20:58:59,260.0,6.2,6.15,6.3,REGULAR,0,2024-01-19
1761,AAPL240119P00050000,2021-11-19 15:39:10,50.0,1.03,0.78,1.03,REGULAR,1,2024-01-19
1762,AAPL240119P00055000,2021-11-19 19:48:52,55.0,1.2,0.89,1.37,REGULAR,1,2024-01-19
1763,AAPL240119P00060000,2021-11-18 19:52:57,60.0,1.55,1.21,1.58,REGULAR,1,2024-01-19
1764,AAPL240119P00065000,2021-11-19 20:53:32,65.0,1.7,1.48,1.7,REGULAR,1,2024-01-19
1765,AAPL240119P00070000,2021-11-18 19:34:43,70.0,2.1,0.0,5.0,REGULAR,1,2024-01-19
1766,AAPL240119P00075000,2021-11-19 18:12:09,75.0,2.33,2.11,2.52,REGULAR,1,2024-01-19
1767,AAPL240119P00080000,2021-11-18 19:40:13,80.0,2.99,0.5,5.5,REGULAR,1,2024-01-19
1768,AAPL240119P00085000,2021-11-19 15:55:50,85.0,3.45,2.45,6.0,REGULAR,1,2024-01-19
1769,AAPL240119P00090000,2021-11-19 18:58:38,90.0,3.95,3.9,4.5,REGULAR,1,2024-01-19
1770,AAPL240119P00095000,2021-11-19 18:37:53,95.0,4.7,2.0,5.8,REGULAR,1,2024-01-19
1771,AAPL240119P00100000,2021-11-19 20:32:01,100.0,5.4,5.4,5.8,REGULAR,1,2024-01-19
1772,AAPL240119P00105000,2021-11-19 17:53:27,105.0,6.45,6.3,6.55,REGULAR,1,2024-01-19
1773,AAPL240119P00110000,2021-11-19 18:48:20,110.0,7.25,5.0,7.6,REGULAR,1,2024-01-19
1774,AAPL240119P00115000,2021-11-19 17:21:20,115.0,8.67,6.0,8.85,REGULAR,1,2024-01-19
1775,AAPL240119P00120000,2021-11-19 19:47:23,120.0,10.0,7.5,11.45,REGULAR,1,2024-01-19
1776,AAPL240119P00125000,2021-11-19 20:21:32,125.0,11.49,11.0,14.0,REGULAR,1,2024-01-19
1777,AAPL240119P00130000,2021-11-19 19:08:31,130.0,13.0,12.2,15.5,REGULAR,1,2024-01-19
1778,AAPL240119P00135000,2021-11-19 19:49:42,135.0,15.0,12.5,16.25,REGULAR,1,2024-01-19
1779,AAPL240119P00140000,2021-11-19 20:43:05,140.0,16.8,16.0,19.5,REGULAR,1,2024-01-19
1780,AAPL240119P00145000,2021-11-19 19:44:34,145.0,18.97,16.5,21.5,REGULAR,1,2024-01-19
1781,AAPL240119P00150000,2021-11-19 19:51:20,150.0,21.41,21.2,23.5,REGULAR,1,2024-01-19
1782,AAPL240119P00155000,2021-11-19 19:04:24,155.0,23.77,23.0,25.0,REGULAR,1,2024-01-19
1783,AAPL240119P00160000,2021-11-19 20:12:43,160.0,26.6,26.2,26.55,REGULAR,1,2024-01-19
